INCOME_TYPE,EDUCATION_,CUSTOMER_CATEGORY_,income,DEPENDANT_NUMBER,IS_EMPL,COUNT_ACTIVE_CREDIT_NO_CC,CNT_MNTH_FROM_LAST_PMNT,age,experience,inquiry_14_day,inquiry_21_day,count_mnth_act_passport,UID
2NDFL,elementary,,21962,0,0,,,23.876712329,1.6109589041,,,3.8712328767,22294
OTHER,elementary,Corporate,20931,0,1,0,0.6367159498,24.785066247,0.3442622951,1,1,4.7138333708,22320
OTHER,elementary,Corporate,32035,0,1,,,24.867070889,0.9547421214,,,2.5383037653,22343
OTHER,advanced,Corporate,41950,0,1,,,23.791780822,2.5863013699,,,3.7753424658,22345
OTHER,elementary,Corporate,39755,0,1,1,0.4432123656,23.754098361,1.9763230781,0,0,3.1790628041,22352
OTHER,elementary,Corporate,39755,0,1,1,0.4432123656,23.754098361,1.9763230781,0,0,3.1790628041,22353
OTHER,elementary,Corporate,36068,0,1,0,,24.155737705,1.516221274,0,0,4.0956284153,22367
OTHER,beginner,,80000,0,0,0,0.5302419355,23.676712329,4.8175761659,0,0,3.6246575342,22378
2NDFL,beginner,,26324,0,1,0,0.788328853,23.562310053,1.0417621079,2,2,3.4746388203,22383
OTHER,high,Corporate,54392,0,1,1,0.5091621864,23.384392544,2.3295980238,0,0,3.3706939142,22393
OTHER,elementary,Corporate,25963,0,1,,,23.144501834,1.4623100531,,,2.7554607381,22430
OTHER,high,Corporate,25186,0,1,0,,24.415300546,4.9576615016,0,0,2.5165656112,22432
OTHER,elementary,Corporate,41651,0,1,,,23.029440826,1.5061531552,,,2.6760161689,22443
OTHER,high,Corporate,41549,0,1,0,0.5404569892,23.942622951,0.5327868852,0,0,3.9316939891,22449
OTHER,elementary,Corporate,17916,0,0,,,24.498630137,0.6383561644,,,4.397260274,22473
OTHER,elementary,Corporate,30141,0,1,,,24.853739052,0.4674376825,,,4.7879856277,22483
OTHER,beginner,,140000,0,0,,,23.791780822,1.7080170671,,,3.6794520548,22499
OTHER,elementary,Corporate,43421,0,1,0,,23.102350475,0.2650273224,1,1,2.4776929411,22534
OTHER,elementary,Corporate,73044,0,1,0,9.1192876344,24.749120443,0.3064974923,1,1,3.5917808219,22549
OTHER,advanced,Corporate,31103,0,1,0,5.8552643369,23.123287671,0.6700875814,0,0,2.5479452055,22586
OTHER,elementary,,20000,0,0,2,0.6295250896,24.581967213,0.4617486339,1,1,4.5136612022,22629
OTHER,elementary,,20000,0,0,2,0.6295250896,24.581967213,0.4617486339,1,1,4.5136612022,22630
2NDFL,elementary,,10105,0,0,,,23.292095217,0.7386705592,,,3.2674376825,22689
OTHER,advanced,Corporate,27601,0,1,0,0.31265681,23.915300546,0.5333782469,0,0,3.8524590164,22697
OTHER,elementary,Corporate,55364,0,1,2,0.4775537634,24.716640467,1.3068493151,0,0,4.7111759862,22700
OTHER,elementary,Corporate,55364,0,1,2,0.4775537634,24.716640467,1.3068493151,0,0,4.7111759862,22701
OTHER,beginner,Corporate,61552,0,1,,,24.344262295,1.7434463657,,,4.2732240437,22711
OTHER,elementary,,48540,0,0,1,0.2467517921,23.531506849,5.4575342466,0,0,3.4547945205,22720
OTHER,elementary,Corporate,39017,0,1,0,,23.156164384,4.6237442922,,,3.1205479452,22726
OTHER,advanced,Corporate,39261,0,1,0,,23.249315068,1.0141477656,,,1.8575342466,22733
OTHER,advanced,Corporate,40411,0,1,1,0.9839605735,24.494535519,0.8561044988,2,2,4.3661202186,22772
2NDFL,elementary,Corporate,117170,0,0,2,0.277016129,24.002739726,4.4460438656,1,1,3.904109589,22805
2NDFL,elementary,Corporate,117170,0,0,2,0.277016129,24.002739726,4.4460438656,1,1,3.904109589,22806
2NDFL,elementary,Corporate,117170,0,0,2,0.277016129,24.002739726,4.4460438656,1,1,3.904109589,22807
OTHER,elementary,Corporate,76125,0,1,1,0.4712589606,23.734912793,1.6143648477,0,0,3.6280634778,22821
OTHER,elementary,Corporate,76125,0,1,1,0.4712589606,23.734912793,1.6143648477,0,0,3.6280634778,22822
OTHER,elementary,Corporate,68587,0,1,,,24.684227861,4.7280634778,,,4.4814881353,22823
OTHER,elementary,Corporate,46778,0,1,0,,24.286885246,1.6718990942,0,0,0.9376525189,22845
OTHER,advanced,,30000,0,0,0,,23.786885246,0.8487835916,0,0,3.7841530055,22849
2NDFL,elementary,,40234,0,0,0,0.9200716846,24.232240437,1.0883374504,0,0,2.7212141627,22883
OTHER,elementary,Corporate,55364,0,1,2,1.1778225806,24.609791152,1.1890410959,0,0,4.6043266712,22897
OTHER,elementary,Corporate,55364,0,1,2,1.1778225806,24.609791152,1.1890410959,0,0,4.6043266712,22898
2NDFL,high,,,0,0,0,0.8622087814,21.840227562,1.0703645482,,,1.4128303017,22923
2NDFL,advanced,,,0,1,0,0.63140681,23.17260274,0.3123287671,1,2,3.101369863,22928
2NDFL,advanced,,,0,1,,,23.17260274,0.3123287671,,,3.101369863,22931
2NDFL,elementary,Corporate,74578,0,0,1,0.4054659498,23.553424658,0.2520547945,1,1,3.4493150685,22938
2NDFL,elementary,,,0,1,1,1.0521505376,24.325136612,2.4097088105,0,0,4.2568306011,22941
OTHER,elementary,Corporate,34447,0,1,0,,24.981503107,0.9186615765,0,0,4.634508571,22968
OTHER,high,Corporate,30468,0,1,,,23.841530055,1.4628939292,,,3.6147540984,22998
2NDFL,elementary,,32922,0,0,1,1.1116935484,24.219178082,2.0657534247,1,1,4.1342465753,23006
OTHER,advanced,Corporate,29207,0,1,0,1.1469982079,24.672131148,6.8665768396,0,0,2.7186316341,23013
OTHER,elementary,Corporate,,0,1,,,22.431117599,0.2568306011,,,2.3050902014,23026
OTHER,advanced,Corporate,29477,0,1,,,23.49726776,0.2131147541,,,3.398757392,23046
OTHER,elementary,Corporate,36094,0,1,2,0.5377688172,23.737704918,0.5054644809,0,0,3.570843626,23109
OTHER,elementary,Corporate,55496,0,1,1,1.4062275986,24.73138708,1.6765925593,0,0,4.142345984,23117
OTHER,elementary,Corporate,44424,0,1,,,23.271232877,0.7408039524,,,3.095890411,23121
OTHER,advanced,Corporate,22273,0,1,,,23.161643836,0.4788307508,,,3.0849315068,23123
OTHER,elementary,Corporate,73322,0,1,1,1.1851926523,23.010839135,1.8245377648,0,0,2.947825436,23130
2NDFL,elementary,,,0,1,1,0.5083557348,24.18579235,0.9576615016,0,0,4.1448087432,23134
OTHER,elementary,Corporate,54156,0,1,,,24.079234973,0.5065274347,,,3.8715846995,23136
OTHER,elementary,Corporate,34569,0,1,0,9.6067204301,24.95973501,0.5027322404,0,0,4.8830226813,23157
OTHER,elementary,Corporate,44877,0,1,,,24.48655588,1.7506849315,,,4.1696159892,23159
OTHER,elementary,Corporate,16293,0,1,,,23.000336852,2.444172468,,,2.8058163036,23196
OTHER,elementary,Corporate,37116,0,1,0,,24.418032787,0.4781420765,0,0,3.1626244479,23200
OTHER,advanced,Corporate,24739,0,1,,,23.521857923,2.1718990942,,,1.5691593682,23202
OTHER,elementary,Corporate,19609,0,1,,,23.306849315,0.4047383786,,,3.1726027397,23213
OTHER,elementary,Corporate,33531,0,1,1,0.6590277778,24.490291189,0.3286473538,0,0,0.0930309155,23219
OTHER,elementary,,18000,0,0,,,24.461748634,0.5109289617,,,4.393442623,23233
2NDFL,elementary,,,0,0,1,0.3479166667,23.252054795,1.8575342466,1,1,3.1287671233,23234
2NDFL,high,,34800,0,0,0,0.9250672043,23.920765027,3.718579235,0,0,3.8633879781,23245
OTHER,advanced,Corporate,42432,0,1,1,0.760483871,24.196721311,0.8561044988,0,0,4.1038251366,23268
OTHER,elementary,,40000,0,0,,,23.504109589,0.6924620106,,,3.3506849315,23272
OTHER,elementary,Corporate,48929,0,1,,,23.389041096,0.4947451157,,,0.8226139681,23273
OTHER,elementary,Corporate,25566,0,1,,,23.584699454,0.84844674,,,3.5136612022,23288
OTHER,elementary,,50000,0,0,0,0.4131944444,24.634912793,2.0102552586,1,1,4.5527210121,23325
OTHER,elementary,Corporate,22515,0,1,,,23.301369863,5.7479452055,,,0.4209746238,23353
OTHER,elementary,Corporate,21888,0,1,,,23.264697956,3.8032786885,,,3.218122614,23360
OTHER,elementary,,18751,0,0,,,24.971172992,1.6999401153,,,4.971172992,23363
OTHER,elementary,Corporate,37107,0,1,,,23.57260274,0.8919155625,,,2.9397260274,23365
OTHER,elementary,Corporate,30289,0,1,0,2.9943548387,23.113646231,1.9383037653,0,0,3.0615914365,23393
OTHER,advanced,Corporate,14086,0,1,,,24.5,0.2486338798,,,3.7540983607,23425
OTHER,high,Corporate,50866,0,1,,,24.528422786,0.402739726,,,4.4628490156,23428
2NDFL,elementary,,,0,1,1,0.2499775986,24.973471068,1.8767123288,0,0,4.9297552212,23444
OTHER,advanced,Corporate,35284,0,1,,,23.258514859,0.6420765027,,,3.0338573247,23456
OTHER,elementary,,45000,0,0,0,8.0780241935,24.730144472,0.5416198817,0,0,3.9835616438,23474
OTHER,elementary,Corporate,14343,0,1,,,24.637712404,2.3178082192,,,0.8781495621,23490
OTHER,elementary,Corporate,24572,0,1,0,,23.836065574,0.6206752002,0,0,3.3823190359,23514
OTHER,elementary,Corporate,35842,0,1,2,0.5077732975,24.464690471,5.002941837,0,0,4.4428325473,23516
OTHER,elementary,Corporate,35842,0,1,2,0.5077732975,24.464690471,5.002941837,0,0,4.4428325473,23517
OTHER,elementary,Corporate,26584,0,1,0,4.7977598566,24.396938394,1.742143873,0,0,1.9120068867,23550
OTHER,advanced,Corporate,12463,0,1,,,23.355191257,0.2654315443,,,3.1803278689,23554
OTHER,high,Corporate,28878,0,1,,,24.484407516,1.1255034059,,,4.3227636799,23559
OTHER,high,Corporate,43798,0,1,0,0.6004480287,23.715846995,5.5271801782,0,0,3.5299199042,23560
OTHER,advanced,,23118,0,1,0,,24.902268134,0.6290440901,0,0,4.8640167677,23564
OTHER,elementary,Corporate,62183,0,1,,,23.601092896,0.5525563291,,,3.4890710383,23572
2NDFL,elementary,,,0,1,,,24.558260349,0.7604461412,,,3.5726027397,23588
OTHER,elementary,Corporate,13807,0,1,,,23.418032787,0.8427801482,,,3.3140130249,23618
OTHER,elementary,Corporate,20308,0,0,0,27.183378136,24.454794521,4.6712328767,,,4.1095890411,23627
OTHER,elementary,,56166,0,0,,,24.533378247,0.442967288,,,4.4703645482,23648
OTHER,advanced,Corporate,20265,0,1,0,3.1788978495,23.513661202,0.3417621079,0,0,3.4863387978,23663
OTHER,advanced,Corporate,29906,0,1,2,-0.175716846,24.008219178,1.1874391796,1,1,3.6493150685,23670
OTHER,beginner,,85239,0,0,,,24.863013699,0.8356164384,,,4.7342465753,23678
OTHER,elementary,,80000,0,0,,,24.66221274,1.6219178082,,,3.295890411,23706
OTHER,elementary,Corporate,17014,0,1,,,24.163934426,0.1994535519,,,4.0737704918,23727
2NDFL,elementary,,24360,0,0,1,1.403561828,23.570364548,1.2772138633,1,1,0.693989071,23731
OTHER,elementary,,25000,0,0,0,,23.663934426,0.3611123587,1,1,3.6366120219,23765
2NDFL,advanced,,30157,0,0,0,9.0560035842,24.721311475,1.6855977244,0,0,0.3005464481,23775
OTHER,elementary,,17287,0,0,1,0.6984991039,24.861426753,0.4808743169,0,0,4.5956733288,23816
OTHER,elementary,Corporate,13496,0,1,,,23.009371959,1.0559473014,,,2.9655363425,23828
OTHER,elementary,Corporate,16790,0,1,0,0.4043010753,23.608720713,0.4836065574,0,0,3.5292686578,23841
OTHER,advanced,Corporate,21599,0,1,0,,23.808743169,1.4290815181,,,3.7704918033,23848
OTHER,high,Corporate,78067,0,1,1,1.0797267025,24.637106071,5.456284153,0,0,4.6042293585,23854
OTHER,advanced,Corporate,45727,0,1,1,0.7280241935,23.923287671,1.8602739726,1,1,3.898630137,23908
OTHER,elementary,Corporate,47850,0,1,,,23.767759563,0.9052548843,,,3.7540983607,23913
OTHER,advanced,Corporate,39010,0,1,,,23.561643836,1.2493150685,,,3.2547945205,23917
2NDFL,elementary,,65250,0,0,,,24.924904559,0.402739726,,,4.7637023729,23929
OTHER,elementary,,120000,0,0,0,1.1156810036,24.988135339,1.904109589,1,1,4.0465753425,23930
OTHER,elementary,,120000,0,0,0,1.1156810036,24.988135339,1.904109589,1,1,4.0465753425,23931
OTHER,high,Corporate,45092,0,1,1,0.635483871,24.720226065,0.3668014073,0,0,4.5147466128,23949
OTHER,elementary,Corporate,36262,0,1,,,24.237704918,1.2075155326,,,4.0573770492,23960
OTHER,elementary,Corporate,47257,0,1,,,23.857923497,1.6760086833,,,3.8196721311,23976
OTHER,elementary,,64000,0,0,,,24.459016393,0.3797814208,,,3.9890710383,23989
2NDFL,elementary,,,0,1,,,24.667684707,2.8767123288,,,4.5911819747,24010
2NDFL,elementary,,59372,0,0,,,24.339726027,2.5397260274,,,0.9971779325,24015
OTHER,elementary,Corporate,43456,0,1,,,24.555333483,0.4733662699,,,4.4979564339,24026
2NDFL,high,,,0,1,,,22.394520548,1.0146717569,,,2.2273972603,24032
2NDFL,advanced,,25881,0,0,,,23.841530055,1.5032412606,,,3.762295082,24067
OTHER,advanced,Corporate,29905,0,1,0,,24.437525264,0.9703121491,,,4.4047383786,24070
OTHER,elementary,,20000,0,0,1,0.6343413978,24.683269706,0.4073134217,0,0,4.6204281758,24115
2NDFL,elementary,,86946,0,0,0,,24.949494723,2.9342465753,1,2,4.4520547945,24123
OTHER,elementary,Corporate,38944,0,1,,,24.153424658,0.527951194,,,4.0931506849,24127
OTHER,elementary,Corporate,17232,0,0,,,23.380821918,1.9753424658,,,2.7726027397,24193
OTHER,high,Corporate,20018,0,1,,,23.654794521,0.5313646231,,,3.6,24194
2NDFL,elementary,,14653,0,0,1,0.7624775986,24.938483419,0.6535519126,0,0,4.9247847893,24206
OTHER,elementary,Corporate,52200,0,1,,,23.863387978,0.6161164758,,,3.7131147541,24222
2NDFL,elementary,,27782,0,0,0,1361.7606407,23.915068493,1.5863013699,2,2,3.8547945205,24232
2NDFL,elementary,,28040,0,0,0,8,23.382131896,2.1081592934,1,1,3.0451455947,24238
2NDFL,elementary,,,,0,,,23.063013699,,,,2.9506849315,24242
OTHER,high,Corporate,57683,0,1,,,23.82739726,1.4931506849,,,3.6246575342,24256
OTHER,elementary,Corporate,30314,0,1,,,24.514544502,4.0383561644,,,4.4052548843,24259
2NDFL,elementary,,42536,0,0,0,1.7355510753,24.079452055,0.9816677895,0,0,4.0054794521,24268
OTHER,high,Corporate,60254,0,0,,,23.098630137,2.2849315068,,,3.002739726,24284
OTHER,elementary,Corporate,37915,0,1,0,,23.214357362,2.1376450333,0,0,3.1212066771,24291
2NDFL,elementary,,21924,0,0,,,23.276712329,0.5148663822,,,3.2328767123,24304
2NDFL,elementary,,49403,0,0,2,1.0889560932,24.421917808,0.6817351598,2,2,4.2904109589,24310
OTHER,advanced,Corporate,19323,0,1,0,,24.268126357,0.7189460289,0,0,4.1779624223,24318
2NDFL,elementary,,52528,0,0,1,0.3805331541,24.809109963,1.6301369863,2,2,1.5780821918,24337
OTHER,advanced,Corporate,29973,0,1,0,17.44500448,24.505464481,0.368852459,0,0,4.4836065574,24344
OTHER,beginner,,30450,0,0,,,23.789041096,1.6342465753,,,3.4821917808,24348
OTHER,elementary,Corporate,43956,0,1,0,2.5086693548,23.983561644,1.3424657534,0,0,3.7698630137,24350
OTHER,elementary,Corporate,40000,0,1,1,0.6695116487,24.837113556,4.9576615016,0,0,4.6535519126,24375
OTHER,elementary,Corporate,40000,0,1,1,0.6695116487,24.837113556,4.9576615016,0,0,4.6535519126,24376
OTHER,elementary,Corporate,31166,0,1,0,0.4446908602,24.259952092,1.0544726402,0,0,4.1777603114,24382
OTHER,elementary,,30000,0,0,,,23.509589041,0.2876712329,,,2.4356164384,24405
2NDFL,elementary,,33094,0,0,1,1.7271953405,24.205479452,1.9095890411,1,1,4.1616438356,24419
2NDFL,advanced,Corporate,28574,0,1,1,0.4035394265,24.63748035,6.2593981585,0,0,4.6183022681,24424
OTHER,elementary,,50000,0,0,,,23.526027397,0.2712328767,,,2.8657534247,24440
OTHER,advanced,,49001,0,1,,,23.917808219,0.4051650573,,,3.3726027397,24444
OTHER,elementary,Corporate,42071,0,1,,,23.484931507,1.8630136986,,,3.4520547945,24452
OTHER,elementary,Corporate,20912,0,1,0,0.3470654122,23.024335654,0.6051575717,0,0,3.0106370237,24458
OTHER,elementary,Corporate,50000,0,1,0,0.9177643369,23.950684932,1.6082191781,1,1,0.2657534247,24470
2NDFL,elementary,,37189,0,0,,,23.005479452,2.2547945205,,,2.8849315068,24479
OTHER,elementary,Corporate,24347,0,1,0,,23.003405944,0.4262295082,0,0,0.4453551913,24492
OTHER,elementary,Corporate,37895,0,1,,,23.287671233,0.7443745789,,,3.0794520548,24521
2NDFL,high,,21154,0,0,0,,23.879781421,3.06689872,2,2,3.7786885246,24529
OTHER,elementary,Corporate,43468,0,1,0,0.6048387097,23.068994685,0.6420765027,0,0,2.1676248222,24533
OTHER,elementary,Corporate,25166,0,1,0,15.247334229,24.210382514,2.6758365147,0,0,4.0901639344,24546
OTHER,elementary,Corporate,18230,0,1,0,1361.7644489,23.4,0.6734411258,1,1,3.3287671233,24587
OTHER,elementary,Corporate,60283,0,1,1,0.9187724014,24.842069017,1.3982334007,0,0,4.7379594281,24592
2NDFL,elementary,,41369,0,0,0,27.18561828,24.926693615,2.5951867655,0,0,4.8855977244,24603
OTHER,advanced,Corporate,33077,0,1,,,23.015008608,0.9218579235,,,2.9876113482,24608
OTHER,elementary,Corporate,55500,0,1,0,1,23.466734037,0.543715847,0,0,3.3982408863,24609
OTHER,advanced,Corporate,52344,0,1,2,0.6928539427,24.120218579,1.5821318961,0,0,4.1038251366,24620
OTHER,advanced,Corporate,52344,0,1,2,0.6928539427,24.120218579,1.5821318961,0,0,4.1038251366,24621
OTHER,elementary,Corporate,37133,0,1,0,0.4750224014,23.784153005,0.9558425032,0,1,3.4781420765,24633
OTHER,elementary,Corporate,72124,0,1,0,0.7968637993,23.918032787,1.4831649076,0,0,3.8005464481,24659
2NDFL,elementary,,39374,0,0,0,,24.88954263,0.4018713976,0,0,4.7306385208,24664
OTHER,elementary,Corporate,49477,0,1,,,24.615570028,1.042967288,,,4.087431694,24669
OTHER,elementary,Corporate,12302,0,1,0,10.344870072,23.950819672,1.4354966689,0,0,3.8524590164,24672
OTHER,high,Corporate,42321,0,1,0,,23.419178082,1.6684931507,0,0,3.4136986301,24704
2NDFL,elementary,,29446,0,0,1,0.4089157706,23.87431694,2.8519275395,0,0,3.7540983607,24731
OTHER,high,Corporate,51375,0,1,,,23.202739726,1.306265439,,,3.1808219178,24773
OTHER,elementary,,44000,0,0,0,1.2125672043,23.718466951,1.3787409237,0,0,3.6225765402,24793
2NDFL,high,,,0,1,,,23.145205479,1.8520547945,,,3.104109589,24827
2NDFL,elementary,,,0,1,3,0.3730062724,23.950819672,4.2350774759,0,0,3.7131147541,24861
2NDFL,elementary,,,0,1,3,0.3730062724,23.950819672,4.2350774759,0,0,3.7131147541,24862
2NDFL,elementary,,,0,1,3,0.3730062724,23.950819672,4.2350774759,0,0,3.7131147541,24863
2NDFL,elementary,,,0,1,3,0.3730062724,23.950819672,4.2350774759,0,0,3.7131147541,24864
2NDFL,elementary,,,0,1,3,0.3730062724,23.950819672,4.2350774759,0,0,3.7131147541,24865
2NDFL,elementary,,,0,1,3,0.3730062724,23.950819672,4.2350774759,0,0,3.7131147541,24866
2NDFL,elementary,,,0,1,3,0.3730062724,23.950819672,4.2350774759,0,0,3.7131147541,24867
2NDFL,advanced,,48184,0,0,0,2.8597222222,23.018309754,6.8511864661,1,2,2.8977618085,24884
OTHER,high,Corporate,31867,0,1,0,,23.882513661,3.3439628715,0,0,3.8142076503,24885
2NDFL,elementary,Corporate,32570,0,1,,,24.509589041,1.0429223744,,,3.8109589041,24888
OTHER,elementary,Corporate,28676,0,1,0,0.7269937276,23.58630137,0.5477580657,1,1,3.2794520548,24900
OTHER,elementary,Corporate,50438,0,0,1,0.344937276,24.224657534,3.4109589041,1,1,4.1397260274,24911
OTHER,elementary,Corporate,50438,0,0,1,0.344937276,24.224657534,3.4109589041,1,1,4.1397260274,24912
OTHER,elementary,Corporate,50438,0,0,1,0.344937276,24.224657534,3.4109589041,1,1,4.1397260274,24913
OTHER,elementary,Corporate,29170,0,1,0,14.250873656,24.352459016,2.0169398907,1,1,4.3224043716,24921
OTHER,elementary,Corporate,57950,0,1,,,24.582977768,4.5365296804,,,1.9726027397,24956
OTHER,elementary,Corporate,84554,0,1,0,,24.398907104,0.674863388,0,0,4.3524590164,24974
2NDFL,elementary,Corporate,34919,0,0,0,1.0451164875,24.969533648,2.5585747436,0,0,4.5037802231,24985
2NDFL,advanced,,30035,0,0,1,1,24.180500037,1.8489931881,1,1,4.1750205854,25015
2NDFL,elementary,,40020,0,0,,,24.62688824,1.3181450707,,,4.5613144696,25032
OTHER,elementary,Corporate,60500,0,0,,,24.204918033,0.4043715847,,,4.1284153005,25067
OTHER,high,Corporate,35553,0,1,1,0.5034050179,24.172131148,1.5720712628,0,0,4.106557377,25068
OTHER,elementary,Corporate,85408,0,1,0,0.8317204301,24.623414926,4.368852459,0,0,4.393442623,25081
2NDFL,advanced,,10181,0,0,0,,24.144808743,1.7157272251,0,0,3.9945355191,25130
2NDFL,elementary,,29810,0,0,1,0.6948700717,23.882191781,2.0520547945,0,0,0.6095066996,25137
OTHER,elementary,,35000,0,0,0,0.277688172,24.204918033,1.8831649076,0,0,4.131147541,25151
OTHER,advanced,Corporate,30621,0,1,0,0.7650985663,24.599461038,1.448776106,0,0,3.281420765,25152
OTHER,elementary,Corporate,52012,0,1,,,23.680327869,1.4844000299,,,3.5218579235,25153
2NDFL,elementary,,26519,0,0,,,24.484931507,0.3589041096,,,4.3863013699,25157
OTHER,advanced,Corporate,9070,0,1,0,,23.526027397,4.0410958904,1,1,3.4821917808,25161
2NDFL,advanced,,22688,0,0,1,0.7000672043,24.822741223,,0,0,4.7515083464,25173
OTHER,elementary,Corporate,51208,0,1,0,1.0564964158,23.392282356,0.6202185792,0,0,2.844337151,25176
OTHER,elementary,Corporate,76243,0,1,,,23.592604237,5.513152182,,,3.4282206752,25181
OTHER,elementary,Corporate,23102,0,1,0,8.9828629032,23.008713227,0.7349726776,0,0,2.9840556928,25192
2NDFL,advanced,,16191,0,0,0,1.1807571685,23.526027397,1.6054794521,2,2,3.3178082192,25194
2NDFL,elementary,,36315,0,0,0,15.961021505,24.614754098,1.551351149,0,0,4.5628415301,25217
OTHER,high,Corporate,58028,0,1,0,1.444937276,23.773224044,5.6210494798,0,0,0.6374878359,25241
OTHER,advanced,Corporate,31241,0,1,,,24.661583951,0.2131147541,,,4.2568306011,25250
OTHER,high,Corporate,24360,0,1,0,0.4434587814,24.603825137,0.4371584699,0,0,4.4726775956,25258
2NDFL,elementary,Corporate,34700,0,1,,,23.786885246,0.9259001422,,,2.408091923,25285
OTHER,beginner,Corporate,41429,0,1,,,23.505082716,1.1489183322,,,3.4037128528,25286
OTHER,advanced,Corporate,40000,0,1,,,24.81369863,1.6171195449,,,4.7123287671,25287
OTHER,elementary,Corporate,87710,0,1,1,0.5981630824,24.43748035,0.7772063777,0,0,4.2759562842,25331
OTHER,elementary,Corporate,87710,0,1,1,0.5981630824,24.43748035,0.7772063777,0,0,4.2759562842,25332
OTHER,advanced,Corporate,37823,0,1,0,1.0468413978,23.849726776,1.2588442249,0,0,2.5492551838,25354
2NDFL,beginner,,,0,1,,,24.281420765,1.5165656112,,,1.801497118,25355
OTHER,advanced,Corporate,45931,0,1,,,23.673972603,0.9821842952,,,0.4520547945,25359
OTHER,elementary,Corporate,35636,0,1,,,24.851927539,1.8190508272,,,4.8163111011,25360
